CommectIds,Comments,Clean Comments,Sentiment Scores,Sentiments
TREAS-TRIP-2016-0005-0013,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0005-0014,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0005-0021,Thank you for your consideration.,thank consideration,0.3612,Positive
TREAS-TRIP-2016-0005-0017,Attached please find a comment letter submitted by the American Bankers Insurance Association.,attached please find comment letter submitted american banker insurance association,0.3182,Positive
TREAS-TRIP-2016-0005-0009,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0005-0010,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0005-0020,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0005-0006,"Scope of the annual data collection <br/><br/>Comment: The scope of the data collection under the proposed rule is not clearly defined at this time. Captive <br/>insurers should not have to agree without knowing the full extent of the data request. Further, if terrorism is not <br/>provided under any of the policies the captive writes, the captive should be exempt. <br/><br/>Privacy of data collected<br/><br/>Comment: As part of the underwriting process, as an insurer, the Captive, collects sensitive exposure information <br/>such as claim data, which may include medical information, payroll and sales data. Any third parties receiving this <br/>information would  typically be required to sign a confidentiality or NDA in order to reviewing the data. <br/>In order to protect the privacy of data collected, Captive&#39;s should be exempt from providing any exposure <br/>information as part of the Treasury&#39;s request . Further, the request should be limited to information that is already <br/>submitted as part of the annual reporting of information to the Captive&#39;s respective Insurance Department. <br/><br/>Exclusion of captives from the definition of small insurers <br/><br/>Since a Captives can vary in maturity levels (newly formed captives writing one or two lines of coverage to <br/>fully matured captives) the Treasury should re-evaluate including Captive insurers in their definition of &quot;small insurer&quot;. <br/>Further, Captives can provide a range of services that may be very different than commercially available insurance.  <br/>The Treasury should strongly take into consideration making Captives exempt from the small insurer definition. <br/><br/>March 1 data collection deadline <br/><br/>The treasury should consider proposing a date later in year as many other major filing are due in March and April. <br/>Also many captives insurers may incept their insurance policies in July, and underwriting processes for this <br/>renewal date typically begin in March.",scope annual data collection comment scope data collection proposed rule clearly defined time captive insurer agree without knowing full extent data request terrorism provided policy captive writes captive exempt privacy data collectedcomment part underwriting process insurer captive collect sensitive exposure information claim data may include medical information payroll sale data third party receiving information would typically required sign confidentiality nda order reviewing data order protect privacy data collected captive exempt providing exposure information part treasury request request limited information already submitted part annual reporting information captive respective insurance department exclusion captive definition small insurer since captive vary maturity level newly formed captive writing one two line coverage fully matured captive treasury evaluate including captive insurer definition quot small insurer quot captive provide range service may different commercially available insurance treasury strongly take consideration making captive exempt small insurer definition march data collection deadline treasury consider proposing date later year many major filing due march april also many captive insurer may incept insurance policy july underwriting process renewal date typically begin march,0.9074,Positive
TREAS-TRIP-2016-0005-0027,"Christiana Insurance, LLC Comments to 2015 TRIA reauthorization Proposed Rules - see attached",christiana insurance llc comment tria reauthorization proposed rule see attached,0.0,Neutral
TREAS-TRIP-2016-0005-0016,"Attached, Please find the Mortgage Bankers Association submittal on the Terrorism Risk Insurance Program Proposed Rule. ",attached please find mortgage banker association submittal terrorism risk insurance program proposed rule,-0.6597,Negative
TREAS-TRIP-2016-0005-0002,"Get a long way of submitted to me.Hi.all the resources inside the terrorism.<br/>I long away set the native world of the terrorism .Are the white house written shaked the oasis in his hands.<br/>About that so much far away .This country hers.In factly I say to write in my wordings list in french,but Mr Franois Hollande<br/>yet angry there.Yes we look in life a sentimental the lawnesses brochures near my relationships out of the shops...<br/>Shopping were this .This is any of word;which number are to be in this planet.?!<br/>Discovering programs ,was not natural viewings that our respects in the history?<br/>The United States of America .Key department an insurance not to separated ours dissolved eliminating another ones.?!<br/>An enterprising to treasuary but left around it the white house goes directly some either.<br/>Like believings God or the same similar got that trashings......(which faith or same of futures.)<br/>............<br/>Hello The real Americans.Are you behave a right serious counting down a cowboy surveying....<br/>Insurance gets a would federal budget and the Congress initiativing agences all institutes.<br/>A very charge to the white house&#39;s shoulder a programme supports all whole health campaignes with all misters...<br/>.....<br/>Regards.Safely.<br/>",get long way submitted hi resource inside terrorism long away set native world terrorism white house written shaked oasis hand much far away country factly say write wording list french mr franois hollandeyet angry yes look life sentimental lawnesses brochure near relationship shop shopping word number planet discovering program natural viewing respect history united state america key department insurance separated dissolved eliminating another one enterprising treasuary left around white house go directly either like believing god similar got trashings faith future hello real american behave right serious counting cowboy surveying insurance get would federal budget congress initiativing agences institute charge white house shoulder programme support whole health campaignes mister regard safely,0.9493,Positive
TREAS-TRIP-2016-0005-0003,"Dear Treasury,<br/><br/>My fundamental question is: why has this insurance program not sunsetted? It has been nearly 15 years since 9/11, plenty of time for the private sector insurance industry to respond. The original insurance program was created to provide stability in a time of crisis. Fine, time has now ended the government&#39;s need to intervene.<br/><br/>This is why Americans have become disenchanted with their government: programs never go away and the bureaucracy just continues to grow. The proposed rule making also notes it will torture a large number of smaller insurance providers. Will the plethora of information collection requirements and rules from increasing numbers of Federal organs never end? <br/><br/>I suggest Treasury do the minimal effort required under the law. Also, whatever liaison there is between Treasury and Congress should suggest that this program not be reauthorized in the future. Plenty of time has elapsed for the private sector to respond.",dear treasury fundamental question insurance program sunsetted nearly year since plenty time private sector insurance industry respond original insurance program created provide stability time crisis fine time ended government need intervene american become disenchanted government program never go away bureaucracy continues grow proposed rule making also note torture large number smaller insurance provider plethora information collection requirement rule increasing number federal organ never end suggest treasury minimal effort required law also whatever liaison treasury congress suggest program reauthorized future plenty time elapsed private sector respond,0.0793,Positive
TREAS-TRIP-2016-0005-0025,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0005-0019,"The National League of Cities respectfully submits its comments, attached, in response to the Department of Treasury&#39;s request for comments on potential rules concerning the participation of captive insurers and other self-insurance arrangements in the Terrorism Risk Insurance Program (TRIP). ",national league city respectfully submits comment attached response department treasury request comment potential rule concerning participation captive insurer self insurance arrangement terrorism risk insurance program trip,-0.4939,Negative
TREAS-TRIP-2016-0005-0007,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0005-0026,Please find attached comments of the Property Casualty Insurers Association of America (PCI) on Treasury&#39;s proposed revisions to the regulations governing the Terrorism Risk Insurance Program.  ,please find attached comment property casualty insurer association america pci treasury proposed revision regulation governing terrorism risk insurance program,-0.7906,Negative
TREAS-TRIP-2016-0005-0023,"See attached file(s) - for the comments of the American Insurance Association on the proposed rule (2015 TRIA<br/>Reauthorization Proposed Rules Comments).<br/><br/>Please let me know if you have trouble opening or accessing the PDF document.<br/><br/>Respectfully submitted,<br/><br/> <br/><br/>J. Stephen (&quot;Stef&quot;) Zielezienski<br/>Senior Vice President &amp; General Counsel<br/>American Insurance Association<br/>",see attached file comment american insurance association proposed rule triareauthorization proposed rule comment please let know trouble opening accessing pdf document respectfully submitted stephen quot stef quot zielezienskisenior vice president amp general counselamerican insurance association,0.3182,Positive
TREAS-TRIP-2016-0005-0011,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0005-0018,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2008-0016-0007,TRIA Recoupment Proposed Rule Comments of the American Insurance <br/>Association,tria recoupment proposed rule comment american insurance association,0.0,Neutral
TREAS-TRIP-2008-0016-0003,WHY SHOULD AMERICAN TAXPAYERS INSURE COMMERCIAL <br/>ENTERPRISES WHEN THEIR HOMES WOULD BE DESTROYED AS WELL. <br/>THE INEPT SECURITY SYSTEM OF THIS COUNTRY WHERE MILLIONS ARE <br/>SNEAKING ACROSS OUR BORDERS EVERY SINGLE DAY OF THE YEAR <br/>SHOWS THAT THE US IS  NOT WELL PROTECTED. GEORGE BUSH HAS LET <br/>THE BILLIONS OF ILLEGAL LAWBREAKING IMMIGRANTS FLOOD THE <br/>UNITED STATES. THE US IS NOT SECURE IN ANY WAY. OUR BORDERS <br/>ARE A SEIVE. I SEE NO REASON TO FURTHER DESTROY INDIVIDUAL <br/>TAXPAYERS WHEN GEORGE BUSH HAS LET THIS NATION GO <br/>ABSOLUTELY UNSECURED. EVERYONE KNOWS THOSE TERRORISTS WILL <br/>BE BACK AND THE BORDERS REMAIN LIKE A SEIVE. OUR PORTS ARE <br/>UNPROTECTED. TERRORISTS ARE RIDING OUR PLANES. THE SITUATION IS <br/>LUDICROUS EXCEPT IT IS NOT FUNNY BUT SERIOUS. WE ARE JUST AS <br/>LIABLE TO GET BOMBED AS WE WERE BEFORE 9/11. OUR GOVT HAS <br/>DONE NOT A THING. I SEE NO REASON FOR TAXPAYERS TO BE ON THE <br/>HOOK TO PROTECT ANYBODY ELSE SINCE OUR OWN TRAITOROUS GOVT <br/>HAS ALLOWED THE TERRORIST TO ENTER THIS COUNTRY. WE NEED TO <br/>ROOT OUT EVERY ILLEGAL LAWBREAKING IMMIGRANT IN THIS COUNTRY <br/>AND SEND THEM HOME. WE NEED TO INVESTIGATE EVERYONE WHO HAS <br/>COME TO THIS COUNTRY IN THE LAST 20 YEARS AND INVESTIGATE THEM. <br/>FAILURE TO DO SO WILL LEAD TO MORE TERRORISM.  ,american taxpayer insure commercial enterprise home would destroyed well inept security system country million sneaking across border every single day year show u well protected george bush let billion illegal lawbreaking immigrant flood united state u secure way border seive see reason destroy individual taxpayer george bush let nation go absolutely unsecured everyone know terrorist back border remain like seive port unprotected terrorist riding plane situation ludicrous except funny serious liable get bombed govt done thing see reason taxpayer hook protect anybody else since traitorous govt allowed terrorist enter country need root every illegal lawbreaking immigrant country send home need investigate everyone come country last year investigate failure lead terrorism,-0.9785,Negative
TREAS-TRIP-2008-0016-0004,"It is very different when a set of good insurers are dealt an unpredictable blow by a <br/>common enemy, and the loss is supported by the public mint, than when, the very <br/>integrity of ownership of our common land having been threatened by haphazard <br/>calculations, the perpetrators expect support for their losses. By the first, we <br/>loose dwellings, but preserve our friends and so the dwellings can be restored. By <br/>the second we aim to preserve those who would destroy the very integrity of the <br/>ownership of our lands. The first will work out well, even if you proceed with the <br/>most haphazard calculation. The second will fail us all the more for the more you <br/>succeed...Unless the current frivolous financial companies are deemed more <br/>important than domestic ownership of our own lands and resources. Our money <br/>need not answer EVERY note drawn on it, but only every good note. Those who <br/>draw bad notes must fail with those who honor them. Then let mercy flow, and the <br/>mint free the oppressed as well as the oppressor.",different set good insurer dealt unpredictable blow common enemy loss supported public mint integrity ownership common land threatened haphazard calculation perpetrator expect support loss first loose dwelling preserve friend dwelling restored second aim preserve would destroy integrity ownership land first work well even proceed haphazard calculation second fail u succeed unless current frivolous financial company deemed important domestic ownership land resource money need answer every note drawn every good note draw bad note must fail honor let mercy flow mint free oppressed well oppressor,0.5106,Positive
TREAS-TRIP-2008-0016-0006,Comments in attachment,comment attachment,0.296,Positive
TREAS-TRIP-2010-0005-0004,Attached are the comments of the American Insurance Association in response to the U.S. Department of the Treasury Notice of Proposed Rulemaking with respect to the &quot;final netting&quot; of claims under the Terrorism Risk Insurance Act.,attached comment american insurance association response department treasury notice proposed rulemaking respect quot final netting quot claim terrorism risk insurance act,-0.4215,Negative
TREAS-TRIP-2010-0005-0002,"To: Terrorism Risk Insurance Program<br/>Public Comment Record, Suite 2100<br/>Department of the Treasury<br/>1425 New York Avenue, NW., <br/>Washington, DC 20220.<br/><br/>Subject: TRIA Final Netting Proposed Rule Comments<br/><br/><span style='padding-left: 30px'></span>As an interested student of public administration, I appreciate the sincere and hard work of the Department of the Treasury for looking out for the interest of the people in this country. Also, I would like to share with my perspective on the final netting proposed rule related to the Terrorism Risk Insurance Program in the Act of 2002. In my view the Treasury should not have to notify insurers of the date every time, rather they should keep a fixed period, such as 180 days for every insurers to complete their claims, so this way you would save the Treasury&rsquo;s time and have more organization at work. Also, I would appreciate better clarification of which categories the Department of the Treasury is going to use in order define their definition of large and small business that have appeared in this proposed rule under part IV. Procedural Requirements: &ldquo;Insurers that are affected by these regulations tend to be large businesses; therefore, Treasury has determined that the rule will not affect a substantial number of small entities.&rdquo;<br/><br/>Sincerely,<br/><br/>Mohammed Alkaltham<br/><br/>Doctorate Student of Public Administration<br/>University of La Verne<br/>663 S. Pasadena Avenue, Apt. 17<br/>Glendora, CA 91740<br/>Mohammed.alkaltham@lavvern.edu",terrorism risk insurance programpublic comment record suite new york avenue nw washington dc subject tria final netting proposed rule commentsas interested student public administration appreciate sincere hard work department treasury looking interest people country also would like share perspective final netting proposed rule related terrorism risk insurance program act view treasury notify insurer date every time rather keep fixed period day every insurer complete claim way would save treasury rsquo time organization work also would appreciate better clarification category department treasury going use order define definition large small business appeared proposed rule part iv procedural requirement ldquo insurer affected regulation tend large business therefore treasury determined rule affect substantial number small entity rdquo sincerely mohammed alkalthamdoctorate student public administrationuniversity la pasadena avenue apt ca alkaltham lavvern edu,0.9628,Positive
TREAS-TRIP-2010-0005-0005,The Property Casualty Insurers Association of America submits the attached comments to the TRIA Final Netting Proposed Rule.,property casualty insurer association america submits attached comment tria final netting proposed rule,-0.5267,Negative
TREAS-TRIP-2010-0005-0003,See attached comments on the TRIA Final Netting Proposed Rule.,see attached comment tria final netting proposed rule,0.0,Neutral
TREAS-TRIP-2016-0006-0006,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0006-0005,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0006-0002,See attached state on TRIP from the Association of Bermuda Insurers and Reinsurers (ABIR).,see attached state trip association bermuda insurer reinsurers abir,0.0,Neutral
TREAS-TRIP-2016-0006-0007,See attached comment letter.,see attached comment letter,0.0,Neutral
TREAS-TRIP-2016-0006-0003,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0006-0008,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2016-0006-0004,Attached please find comments of the American Insurance Association in response to the Federal Insurance Office notice in the Federal Register regarding its upcoming 2016 Report on the Terrorism Risk Insurance Program.,attached please find comment american insurance association response federal insurance office notice federal register regarding upcoming report terrorism risk insurance program,-0.6597,Negative
TREAS-TRIP-2020-0022-0009,"Federal Insurance Office Attention: Richard Ifft Room 1410 MT Department of the Treasury<br/>1500 Pennsylvania Avenue, NW Washington, DC 20220<br/><br/>Re: 2019 TRIA Reauthorization  Proposed Rules Comments<br/><br/>Dear Mr. Ifft:<br/><br/>These comments are submitted on behalf of the Alliance of Nonprofits for Insurance, RRG, (ANI) a <br/>risk retention group formed under the captive laws of Vermont. ANI is a 501(c)(3) tax-exempt <br/>nonprofit as authorized by IRS Code 501(n).  It holds an AM Best rating of A and insures more than <br/>10,000 501(c)(3) nonprofits in 32 states, which are also its members. It also<br/>has a 20-year track record of providing an extensive array of risk management and loss control <br/>services to these nonprofits to limit any possible harm to our communities.<br/><br/>I am replying to question (1) (d) from the questions concerning captive insurance posed by the <br/>Treasury in its November  10, 2020 Notice of Proposed Rulemaking and Request for Comments (which I <br/>have reproduced below and then answered) .<br/><br/>(1) With respect to captive insurers:<br/>(d) Whether changes to the Program structure for captive insurers could prevent<br/>policyholders (who may be unable to obtain terrorism risk insurance in the conventional market for <br/>a reasonable price) from obtaining such insurance from captive insurers.<br/><br/>Changes to the Program structure for captive insurers could prevent policyholders from obtaining <br/>terrorism insurance from captive insurers. This problem is especially acute with respect to RRGs <br/>that have unique risk profiles and coverage needs that the commercial insurance market does not <br/>serve well.  In many cases, an RRG is the only way policyholders may obtain basic casualty coverage <br/>and not having access to TRIA for their own RRGs would remove the single source of<br/>terrorism coverage available to them.<br/><br/>To understand why ANI members would be unable to obtain coverage if we did not offer<br/>coverage, it helps to know who they are. Our members are mostly small and medium people serving <br/>nonprofits that help the very people most likely to need help during a crisis like a terrorist <br/>attack or a pandemic. They serve the people who have little or no reserves and who are likely to be <br/>at immediate risk during any type of disruption. As a result, our member-insureds have unique <br/>insurance needs that are not well-served by the commercial insurance markets.<br/>Consequently, they have formed a risk retention group to close the gap left by commercial carriers. <br/>The majority of ANI member-organizations  require insurance coverage for allegations of sexual <br/>abuse. They also require many specialized coverages including for volunteers, commercial auto <br/>insurance for vans and busses transpo1ting people with disabilities driven by employees and <br/>volunteers, as well as hired and non-owned insurance to cover volunteers driving their own cars on <br/>behalf of nonprofits. These exposures are disfavored by commercial insurers.<br/><br/>Nonprofits own RRG, ANI, would be unable to find or afford terrorism coverage in the commercial <br/>reinsurance market.   These organizations, such as homeless shelters, food banks, group homes for <br/>teens, senior centers, already find it difficult to find affordable casualty insurance from <br/>commercial insurance companies.   If these organizations&#39; own RRG had to compete for terrorism <br/>insurance in the commercial market, it would exacerbate the already daunting task of purchasing <br/>reinsurance in the commercial market for these sorts of risk and make getting any type of coverage <br/>for terrorism highly unlikely .  And not having access to terrorism insurance is simply not an <br/>option for these community-based organizations.  Nonprofit organizations that would be needed to <br/>provide essential support to our communities in the event<br/>of a terrorist attack would be unable to purchase terrorism coverage from perhaps the only source <br/>of casualty insurance available to them.  This would leave them without resources to defend <br/>themselves in the event that they were held liable for failing to protect their employees and<br/>clients from such an event.<span style='padding-left: 30px'></span><br/><br/>Congress enacted TRIA following the 911 terrorist attacks to address market disruptions resulting <br/>from the attacks and ensure the continued availability and affordability of property casualty <br/>insurance for terrorism risk.  It is hard to imagine a group that is more deserving of this TRIA <br/>solution than the members of captives formed as RRGs, particular ANI. This has become more <br/>obvious during this COVID pandemic based on the increased needs of the US population for exactly <br/>the services offered by community-based, people serving organizations and other RRG members that <br/>are already disfavored by the commercial insurance market.<br/><br/>We urge you to retain the TRIA program as configured so that organizations like those served by ANI <br/>can have the terrorism protection they need from the only source available to them.<br/><br/>Pamela Davis<br/>Founder, President and CEO<br/>",federal insurance office attention richard ifft room mt department pennsylvania avenue nw washington dc tria reauthorization proposed rule commentsdear mr ifft comment submitted behalf alliance nonprofit insurance rrg ani risk retention group formed captive law vermont ani tax exempt nonprofit authorized irs code hold best rating insures nonprofit state also member alsohas year track record providing extensive array risk management loss control service nonprofit limit possible harm community replying question question concerning captive insurance posed treasury november notice proposed rulemaking request comment reproduced answered respect captive insurer whether change program structure captive insurer could preventpolicyholders may unable obtain terrorism risk insurance conventional market reasonable price obtaining insurance captive insurer change program structure captive insurer could prevent policyholder obtaining terrorism insurance captive insurer problem especially acute respect rrgs unique risk profile coverage need commercial insurance market serve well many case rrg way policyholder may obtain basic casualty coverage access tria rrgs would remove single source ofterrorism coverage available understand ani member would unable obtain coverage offercoverage help know member mostly small medium people serving nonprofit help people likely need help crisis like terrorist attack pandemic serve people little reserve likely immediate risk type disruption result member insured unique insurance need well served commercial insurance market consequently formed risk retention group close gap left commercial carrier majority ani member organization require insurance coverage allegation sexual abuse also require many specialized coverage including volunteer commercial auto insurance van bus people disability driven employee volunteer well hired non owned insurance cover volunteer driving car behalf nonprofit exposure disfavored commercial insurer nonprofit rrg ani would unable find afford terrorism coverage commercial reinsurance market organization homeless shelter food bank group home teen senior center already find difficult find affordable casualty insurance commercial insurance company organization rrg compete terrorism insurance commercial market would exacerbate already daunting task purchasing reinsurance commercial market sort risk make getting type coverage terrorism highly unlikely access terrorism insurance simply option community based organization nonprofit organization would needed provide essential support community eventof terrorist attack would unable purchase terrorism coverage perhaps source casualty insurance available would leave without resource defend event held liable failing protect employee andclients event congress enacted tria following terrorist attack address market disruption resulting attack ensure continued availability affordability property casualty insurance terrorism risk hard imagine group deserving tria solution member captive formed rrgs particular ani become obvious covid pandemic based increased need u population exactly service offered community based people serving organization rrg member already disfavored commercial insurance market urge retain tria program configured organization like served ani terrorism protection need source available pamela davisfounder president ceo,-0.9981,Negative
TREAS-TRIP-2020-0022-0016,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2020-0022-0015,Please find attached the comments of the American Property Casualty Insurance Association (APCIA) in response to Treasury&#39;s Notice of Proposed Rulemaking and Request for Comments on the Terrorism Risk Insurance Program Updated Regulations in Light of the Terrorism Risk Insurance Program Reauthorization Act.  ,please find attached comment american property casualty insurance association apcia response treasury notice proposed rulemaking request comment terrorism risk insurance program updated regulation light terrorism risk insurance program reauthorization act,-0.9287,Negative
TREAS-TRIP-2020-0022-0008,"2019 TRIA Reauthorization Proposed Rules Comments<span style='padding-left: 30px'></span><br/><br/>Executive Summary<br/><br/>The requirement for a cyber attack to be dangerous to life, property or infrastructure means that the most likely route by which a cyber incident overseas could inflict damage in the US would be via an attack against OT which is deployed inside and outside the US. The current terrorist capability to execute this type of attack is limited, but the threat is evolving and the exposure is increasing massively with the adoption of IoT technology. The classification of an act of terrorism could be challenging, and we recommend that TRIA should be informed by the insurance industry&#39;s work on defining what constitutes an Act of War in the context of cyber attack. A further consideration is that the most likely form of harm to the US economy through a cyber event outside the country would be via non-damage business interruption, which would likely not meet the TRIA requirement for danger to life, property or infrastructure. If public-private partnerships such as TRIA are to be relevant to the most harmful impacts of cyber events, they should address losses from non-damage business interruption.  Finally, a case-by-case approach to evaluating damage within the US would add friction and uncertainty to the provision of insurance - a common lexicon of impact would be of great value in creating a common understanding.<br/><br/>Nick Beecroft<br/>CyberCube Analytics Inc.<br/><br/>",tria reauthorization proposed rule commentsexecutive summarythe requirement cyber attack dangerous life property infrastructure mean likely route cyber incident overseas could inflict damage u would via attack ot deployed inside outside u current terrorist capability execute type attack limited threat evolving exposure increasing massively adoption iot technology classification act terrorism could challenging recommend tria informed insurance industry work defining constitutes act war context cyber attack consideration likely form harm u economy cyber event outside country would via non damage business interruption would likely meet tria requirement danger life property infrastructure public private partnership tria relevant harmful impact cyber event address loss non damage business interruption finally case case approach evaluating damage within u would add friction uncertainty provision insurance common lexicon impact would great value creating common understanding nick beecroftcybercube analytics inc,-0.9941,Negative
TREAS-TRIP-2020-0022-0007,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2020-0022-0003,This comment letter focuses on the request for comment regarding cyber events occurring outside of the United States. See attached file.,comment letter focus request comment regarding cyber event occurring outside united state see attached file,0.4215,Positive
TREAS-TRIP-2020-0022-0006,2019 TRIA Reauthorization Proposed Rules Comments - submitted by the American Academy of Actuaries,tria reauthorization proposed rule comment submitted american academy actuary,0.0,Neutral
TREAS-TRIP-2020-0022-0013,"Comments from the Vermont Captive Insurance Association (VCIA), Captive Insurance Companies Association (CICA), and the Captive Insurance Council of the District of Columbia, Inc. (CIC-DC).<br/><br/>See attached file(s)",comment vermont captive insurance association vcia captive insurance company association cica captive insurance council district columbia inc cic dc see attached file,0.0,Neutral
TREAS-TRIP-2020-0022-0005,This comment letter focuses on the proposed rule changes with respect to the outsized role captive insurers play in the Program and whether the Program should permit public identification of individual captive insurers.  Please see attached file.,comment letter focus proposed rule change respect outsized role captive insurer play program whether program permit public identification individual captive insurer please see attached file,0.7783,Positive
TREAS-TRIP-2020-0022-0017,"Federal Insurance Office<br/>U.S. Department of the Treasury<br/>ATTN: Richard Ifft<br/>1500 Pennsylvania Avenue, NW<br/>Room 1410 MT<br/>Washington, D.C. 20220<br/><br/>RE:  2019 TRIA Reauthorization Proposed Rules<br/>Swiss Re appreciates the opportunity to address the Treasury&#39;s Notice of Proposed Rulemaking (NPRM) and Request for Comments Concerning Certification Process and Captive Insurers regarding cyber-related losses under the Terrorism Risk Insurance Act. These comments focus on the Program&#39;s Treatment of Cyber Events Outside the United States, and the Certification Process. <br/><br/>Program&#39;s Treatment of Cyber Events Outside the United States<br/>The NPRM requests comment on whether cyber terrorism attacks originating abroad can cause damage within the United States. Swiss Re believes that such attacks can certainly lead to cyber-related losses within the United States. The definition for act of terrorism requires a damage within the United States but does not require the perpetrators to be physically present in the country. Additionally, Swiss Re believes that insured losses reaching the $5,000,000 threshold and qualifying as &quot;damage within the United States&quot; for the purposes of the Program should be covered to the fullest extent. Lastly, for the purposes of evaluating losses after a cyber terrorism attack, the Treasury should do so by measuring the total claimed damages of terrorism insured losses.<br/><br/>Certification Process<br/>Regarding the NPRM request for comments on the Treasury&#39;s certification process, Swiss Re agrees with the recommendation from the Advisory Committee on Risk Sharing Mechanisms (ACRSM) that a petitioning procedure should be introduced. Swiss Re believes that allowing third parties such as one or more of policyholders, insurers or reinsurers would create a better petitioning process to initiate TRIP coverage. Assuming the petitioner were to claim that the $5,000,000 insured loss threshold was met, the secretary should initiate a review to certify the event and decide if coverage should be provided. In order to meet the requirements of TRIA, petitioners should submit information that provides the dollar amount of the losses relating to the attack. Additionally, petitioners should provide any further information that may help the government decide whether the loss meets the criteria for TRIP coverage. Finally, in respect to the recommendation by ACRSM on time periods and notification requirements, Swiss Re believes that by reducing the time period to 30 days, the market can receive more frequent updates.<br/><br/>Thank you for this opportunity to provide comments. Swiss Re looks forward to continuing work with the Treasury on TRIA related issues.<br/>",federal insurance officeu department treasuryattn richard pennsylvania avenue nwroom mtwashington tria reauthorization proposed rulesswiss appreciates opportunity address treasury notice proposed rulemaking nprm request comment concerning certification process captive insurer regarding cyber related loss terrorism risk insurance act comment focus program treatment cyber event outside united state certification process program treatment cyber event outside united statesthe nprm request comment whether cyber terrorism attack originating abroad cause damage within united state swiss belief attack certainly lead cyber related loss within united state definition act terrorism requires damage within united state require perpetrator physically present country additionally swiss belief insured loss reaching threshold qualifying quot damage within united state quot purpose program covered fullest extent lastly purpose evaluating loss cyber terrorism attack treasury measuring total claimed damage terrorism insured loss certification processregarding nprm request comment treasury certification process swiss agrees recommendation advisory committee risk sharing mechanism acrsm petitioning procedure introduced swiss belief allowing third party one policyholder insurer reinsurers would create better petitioning process initiate trip coverage assuming petitioner claim insured loss threshold met secretary initiate review certify event decide coverage provided order meet requirement tria petitioner submit information provides dollar amount loss relating attack additionally petitioner provide information may help government decide whether loss meet criterion trip coverage finally respect recommendation acrsm time period notification requirement swiss belief reducing time period day market receive frequent update thank opportunity provide comment swiss look forward continuing work treasury tria related issue,-0.9714,Negative
TREAS-TRIP-2020-0022-0014,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2020-0022-0002,This comment letter focuses on the proposed rule changes with respect to the definitions of:<br/>&bull;<span style='padding-left: 30px'></span>Act of terrorism; and<br/>&bull;<span style='padding-left: 30px'></span>Insured loss<br/>See attached file.,comment letter focus proposed rule change respect definition bull act terrorism bull insured losssee attached file,-0.3612,Negative
TREAS-TRIP-2020-0022-0019,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2020-0022-0010,"Reinsurance Association of America<br/><br/>RE:<span style='padding-left: 30px'></span>RAA Submission in Response to Request for Comments on Treasury Terrorism Risk Insurance Program; Updated Regulations in Light of the Terrorism Risk Insurance Program Reauthorization Act of 2019, and for Other Purposes FR Doc. 2020-24522<br/><br/>See attached file(s)",reinsurance association americare raa submission response request comment treasury terrorism risk insurance program updated regulation light terrorism risk insurance program reauthorization act purpose fr doc attached file,-0.9118,Negative
TREAS-TRIP-2020-0022-0018,See attached file(s),see attached file,0.0,Neutral
TREAS-TRIP-2020-0022-0012,Please see attached comment letter.,please see attached comment letter,0.3182,Positive
TREAS-TRIP-2020-0022-0004,This comment letter focuses on the request for comments as to the certification process under the Terrorism Risk Insurance Program. See attached file.,comment letter focus request comment certification process terrorism risk insurance program see attached file,-0.7717,Negative
